자치구별,주택종류별,시점,합계
구로구,아파트,2010 년,62302
구로구,아파트,2015 년,74594
구로구,아파트,2016 년,75180
구로구,아파트,2017 년,75540
구로구,아파트,2018 년,77194
구로구,아파트,2019 년,81131
구로구,아파트,2020 년,83459
구로구,아파트,2021 년,83841
구로구,아파트,2022 년,86340
구로구,연립주택,2005 년,9096
구로구,연립주택,2010 년,9348
구로구,연립주택,2015 년,7362
구로구,연립주택,2016 년,7471
구로구,연립주택,2017 년,7405
구로구,연립주택,2018 년,7392
구로구,연립주택,2019 년,7399
구로구,연립주택,2020 년,7388
구로구,연립주택,2021 년,7495
구로구,연립주택,2022 년,7518
구로구,다세대주택,2005 년,15935
구로구,다세대주택,2010 년,15650
구로구,다세대주택,2015 년,22783
구로구,다세대주택,2016 년,24639
구로구,다세대주택,2017 년,25884
구로구,다세대주택,2018 년,27310
구로구,다세대주택,2019 년,28622
구로구,다세대주택,2020 년,29852
구로구,다세대주택,2021 년,30883
구로구,다세대주택,2022 년,31551
구로구,비거주용 건물내 주택,2005 년,966
구로구,비거주용 건물내 주택,2010 년,712
구로구,비거주용 건물내 주택,2015 년,839
구로구,비거주용 건물내 주택,2016 년,830
구로구,비거주용 건물내 주택,2017 년,847
구로구,비거주용 건물내 주택,2018 년,846
구로구,비거주용 건물내 주택,2019 년,849
구로구,비거주용 건물내 주택,2020 년,839
구로구,비거주용 건물내 주택,2021 년,832
구로구,비거주용 건물내 주택,2022 년,812
금천구,계,2005 년,48837
금천구,계,2010 년,48781
금천구,계,2015 년,57096
금천구,계,2016 년,58938
금천구,계,2017 년,62314
금천구,계,2018 년,65244
금천구,계,2019 년,67012
금천구,계,2020 년,68804
금천구,계,2021 년,71117
금천구,계,2022 년,72044
금천구,단독주택,2005 년,11723
금천구,단독주택,2010 년,11027
금천구,단독주택,2015 년,9776
금천구,단독주택,2016 년,9606
금천구,단독주택,2017 년,9410
금천구,단독주택,2018 년,9217
금천구,단독주택,2019 년,9011
금천구,단독주택,2020 년,8807
금천구,단독주택,2021 년,8645
금천구,단독주택,2022 년,8507
금천구,아파트,2005 년,24658
금천구,아파트,2010 년,24394
금천구,아파트,2015 년,27342
금천구,아파트,2016 년,27470
금천구,아파트,2017 년,29385
금천구,아파트,2018 년,30918
금천구,아파트,2019 년,30996
금천구,아파트,2020 년,31689
금천구,아파트,2021 년,32995
금천구,아파트,2022 년,33231
금천구,연립주택,2005 년,5703
금천구,연립주택,2010 년,5317
금천구,연립주택,2015 년,3937
금천구,연립주택,2016 년,3949
금천구,연립주택,2017 년,3923
금천구,연립주택,2018 년,3872
금천구,연립주택,2019 년,3913
금천구,연립주택,2020 년,3914
금천구,연립주택,2021 년,3954
금천구,연립주택,2022 년,3929
금천구,다세대주택,2005 년,6193
금천구,다세대주택,2010 년,7591
금천구,다세대주택,2015 년,15549
금천구,다세대주택,2016 년,17412
금천구,다세대주택,2017 년,19056
금천구,다세대주택,2018 년,20696
금천구,다세대주택,2019 년,22548
금천구,다세대주택,2020 년,23859
금천구,다세대주택,2021 년,25002
금천구,다세대주택,2022 년,25869
금천구,비거주용 건물내 주택,2005 년,560
금천구,비거주용 건물내 주택,2010 년,452
금천구,비거주용 건물내 주택,2015 년,492
금천구,비거주용 건물내 주택,2016 년,501
금천구,비거주용 건물내 주택,2017 년,540
금천구,비거주용 건물내 주택,2018 년,541
금천구,비거주용 건물내 주택,2019 년,544
금천구,비거주용 건물내 주택,2020 년,535
금천구,비거주용 건물내 주택,2021 년,521
금천구,비거주용 건물내 주택,2022 년,508
영등포구,계,2005 년,83660
영등포구,계,2010 년,87290
영등포구,계,2015 년,96195
영등포구,계,2016 년,97089
영등포구,계,2017 년,99225
영등포구,계,2018 년,99971
영등포구,계,2019 년,101603
영등포구,계,2020 년,107366
영등포구,계,2021 년,110396
영등포구,계,2022 년,112068
영등포구,단독주택,2005 년,20406
영등포구,단독주택,2010 년,19238
영등포구,단독주택,2015 년,17306
영등포구,단독주택,2016 년,16998
영등포구,단독주택,2017 년,15401
영등포구,단독주택,2018 년,14644
영등포구,단독주택,2019 년,14378
영등포구,단독주택,2020 년,14276
영등포구,단독주택,2021 년,14054
영등포구,단독주택,2022 년,13623
영등포구,아파트,2005 년,54479
영등포구,아파트,2010 년,58808
영등포구,아파트,2015 년,65088
영등포구,아파트,2016 년,65390
영등포구,아파트,2017 년,68204
영등포구,아파트,2018 년,68984
영등포구,아파트,2019 년,69946
영등포구,아파트,2020 년,74957
영등포구,아파트,2021 년,77550
영등포구,아파트,2022 년,79110
영등포구,연립주택,2005 년,2871
영등포구,연립주택,2010 년,2590
영등포구,연립주택,2015 년,1562
영등포구,연립주택,2016 년,1500
영등포구,연립주택,2017 년,1500
영등포구,연립주택,2018 년,1486
영등포구,연립주택,2019 년,1502
영등포구,연립주택,2020 년,1487
영등포구,연립주택,2021 년,1501
영등포구,연립주택,2022 년,1581
영등포구,다세대주택,2005 년,4717
영등포구,다세대주택,2010 년,5740
영등포구,다세대주택,2015 년,11112
영등포구,다세대주택,2016 년,12112
영등포구,다세대주택,2017 년,12928
영등포구,다세대주택,2018 년,13674
영등포구,다세대주택,2019 년,14595
영등포구,다세대주택,2020 년,15474
영등포구,다세대주택,2021 년,16134
영등포구,다세대주택,2022 년,16644
영등포구,비거주용 건물내 주택,2005 년,1187
영등포구,비거주용 건물내 주택,2010 년,914
영등포구,비거주용 건물내 주택,2015 년,1127
영등포구,비거주용 건물내 주택,2016 년,1089
영등포구,비거주용 건물내 주택,2017 년,1192
영등포구,비거주용 건물내 주택,2018 년,1183
영등포구,비거주용 건물내 주택,2019 년,1182
영등포구,비거주용 건물내 주택,2020 년,1172
영등포구,비거주용 건물내 주택,2021 년,1157
영등포구,비거주용 건물내 주택,2022 년,1110
동작구,계,2005 년,87388
동작구,계,2010 년,92224
동작구,계,2015 년,109362
동작구,계,2016 년,111438
동작구,계,2017 년,111548
동작구,계,2018 년,112032
동작구,계,2019 년,115075
동작구,계,2020 년,115615
동작구,계,2021 년,119534
동작구,계,2022 년,120374
동작구,단독주택,2005 년,21649
동작구,단독주택,2010 년,18842
동작구,단독주택,2015 년,17113
동작구,단독주택,2016 년,16283
동작구,단독주택,2017 년,15626
동작구,단독주택,2018 년,14889
동작구,단독주택,2019 년,14661
동작구,단독주택,2020 년,14522
동작구,단독주택,2021 년,14362
동작구,단독주택,2022 년,14058
동작구,아파트,2005 년,41366
동작구,아파트,2010 년,47882
동작구,아파트,2015 년,56969
동작구,아파트,2016 년,58232
동작구,아파트,2017 년,58320
동작구,아파트,2018 년,59188
동작구,아파트,2019 년,61596
동작구,아파트,2020 년,61606
동작구,아파트,2021 년,65242
동작구,아파트,2022 년,65921
동작구,연립주택,2005 년,5893
동작구,연립주택,2010 년,6242
동작구,연립주택,2015 년,5475
동작구,연립주택,2016 년,5368
동작구,연립주택,2017 년,5236
동작구,연립주택,2018 년,5152
동작구,연립주택,2019 년,5161
동작구,연립주택,2020 년,5289
동작구,연립주택,2021 년,5209
동작구,연립주택,2022 년,5157
동작구,다세대주택,2005 년,17552
동작구,다세대주택,2010 년,18474
동작구,다세대주택,2015 년,28726
동작구,다세대주택,2016 년,30489
동작구,다세대주택,2017 년,31283
동작구,다세대주택,2018 년,31713
동작구,다세대주택,2019 년,32557
동작구,다세대주택,2020 년,33103
동작구,다세대주택,2021 년,33669
동작구,다세대주택,2022 년,34212
동작구,비거주용 건물내 주택,2005 년,928
동작구,비거주용 건물내 주택,2010 년,784
동작구,비거주용 건물내 주택,2015 년,1079
동작구,비거주용 건물내 주택,2016 년,1066
동작구,비거주용 건물내 주택,2017 년,1083
동작구,비거주용 건물내 주택,2018 년,1090
동작구,비거주용 건물내 주택,2019 년,1100
동작구,비거주용 건물내 주택,2020 년,1095
동작구,비거주용 건물내 주택,2021 년,1052
동작구,비거주용 건물내 주택,2022 년,1026
관악구,계,2005 년,102060
관악구,계,2010 년,107225
관악구,계,2015 년,121277
관악구,계,2016 년,123911
관악구,계,2017 년,124170
관악구,계,2018 년,125148
관악구,계,2019 년,126526
관악구,계,2020 년,127568
관악구,계,2021 년,127783
관악구,계,2022 년,129778
관악구,단독주택,2005 년,27190
관악구,단독주택,2010 년,25478
관악구,단독주택,2015 년,23159
관악구,단독주택,2016 년,22636
관악구,단독주택,2017 년,22196
관악구,단독주택,2018 년,21584
관악구,단독주택,2019 년,21510
관악구,단독주택,2020 년,21249
관악구,단독주택,2021 년,21109
관악구,단독주택,2022 년,20855
관악구,아파트,2005 년,43044
관악구,아파트,2010 년,49037
관악구,아파트,2015 년,53262
관악구,아파트,2016 년,54551
관악구,아파트,2017 년,53548
관악구,아파트,2018 년,53915
관악구,아파트,2019 년,54355
관악구,아파트,2020 년,55417
관악구,아파트,2021 년,55524
관악구,아파트,2022 년,57133
관악구,연립주택,2005 년,8008
관악구,연립주택,2010 년,10124
관악구,연립주택,2015 년,6489
관악구,연립주택,2016 년,6479
관악구,연립주택,2017 년,6498
관악구,연립주택,2018 년,6442
관악구,연립주택,2019 년,6438
관악구,연립주택,2020 년,6218
관악구,연립주택,2021 년,6214
관악구,연립주택,2022 년,6224
관악구,다세대주택,2005 년,22419
관악구,다세대주택,2010 년,21440
관악구,다세대주택,2015 년,36436
관악구,다세대주택,2016 년,38369
관악구,다세대주택,2017 년,40024
관악구,다세대주택,2018 년,41274
관악구,다세대주택,2019 년,42253
관악구,다세대주택,2020 년,42770
관악구,다세대주택,2021 년,43014
관악구,다세대주택,2022 년,43684
관악구,비거주용 건물내 주택,2005 년,1399
관악구,비거주용 건물내 주택,2010 년,1146
관악구,비거주용 건물내 주택,2015 년,1931
관악구,비거주용 건물내 주택,2016 년,1876
관악구,비거주용 건물내 주택,2017 년,1904
관악구,비거주용 건물내 주택,2018 년,1933
관악구,비거주용 건물내 주택,2019 년,1970
관악구,비거주용 건물내 주택,2020 년,1914
관악구,비거주용 건물내 주택,2021 년,1922
관악구,비거주용 건물내 주택,2022 년,1882
서초구,계,2005 년,93010
서초구,계,2010 년,106448
서초구,계,2015 년,125403
서초구,계,2016 년,129491
서초구,계,2017 년,128977
서초구,계,2018 년,132040
서초구,계,2019 년,131777
서초구,계,2020 년,133528
서초구,계,2021 년,135171
서초구,계,2022 년,132706
서초구,단독주택,2005 년,8654
서초구,단독주택,2010 년,7911
서초구,단독주택,2015 년,6773
서초구,단독주택,2016 년,6696
서초구,단독주택,2017 년,6491
서초구,단독주택,2018 년,6395
서초구,단독주택,2019 년,6331
서초구,단독주택,2020 년,5481
서초구,단독주택,2021 년,5326
서초구,단독주택,2022 년,5187
서초구,아파트,2005 년,63886
서초구,아파트,2010 년,78497
서초구,아파트,2015 년,90084
서초구,아파트,2016 년,92424
서초구,아파트,2017 년,91064
서초구,아파트,2018 년,93299
서초구,아파트,2019 년,92106
서초구,아파트,2020 년,94499
서초구,아파트,2021 년,95298
서초구,아파트,2022 년,92711
서초구,연립주택,2005 년,6397
서초구,연립주택,2010 년,6179
서초구,연립주택,2015 년,5722
서초구,연립주택,2016 년,5686
서초구,연립주택,2017 년,5647
서초구,연립주택,2018 년,5592
서초구,연립주택,2019 년,5489
서초구,연립주택,2020 년,5356
서초구,연립주택,2021 년,5286
서초구,연립주택,2022 년,5287
서초구,다세대주택,2005 년,12738
서초구,다세대주택,2010 년,12705
서초구,다세대주택,2015 년,21474
서초구,다세대주택,2016 년,23389
서초구,다세대주택,2017 년,24436
서초구,다세대주택,2018 년,25426
서초구,다세대주택,2019 년,26531
서초구,다세대주택,2020 년,26931
서초구,다세대주택,2021 년,28062
서초구,다세대주택,2022 년,28377
서초구,비거주용 건물내 주택,2005 년,1335
서초구,비거주용 건물내 주택,2010 년,1156
서초구,비거주용 건물내 주택,2015 년,1350
서초구,비거주용 건물내 주택,2016 년,1296
서초구,비거주용 건물내 주택,2017 년,1339
서초구,비거주용 건물내 주택,2018 년,1328
서초구,비거주용 건물내 주택,2019 년,1320
서초구,비거주용 건물내 주택,2020 년,1261
서초구,비거주용 건물내 주택,2021 년,1199
서초구,비거주용 건물내 주택,2022 년,1144
강남구,계,2005 년,131383
강남구,계,2010 년,146417
강남구,계,2015 년,176654
강남구,계,2016 년,176135
강남구,계,2017 년,173282
강남구,계,2018 년,171431
강남구,계,2019 년,170444
강남구,계,2020 년,173745
강남구,계,2021 년,175536
강남구,계,2022 년,178493
강남구,단독주택,2005 년,9601
강남구,단독주택,2010 년,9207
강남구,단독주택,2015 년,7437
강남구,단독주택,2016 년,7470
강남구,단독주택,2017 년,7334
강남구,단독주택,2018 년,7283
강남구,단독주택,2019 년,7196
강남구,단독주택,2020 년,6968
강남구,단독주택,2021 년,6500
강남구,단독주택,2022 년,6223
강남구,아파트,2005 년,99738
강남구,아파트,2010 년,115262
강남구,아파트,2015 년,133127
강남구,아파트,2016 년,130924
강남구,아파트,2017 년,127206
강남구,아파트,2018 년,124418
강남구,아파트,2019 년,122664
강남구,아파트,2020 년,126023
강남구,아파트,2021 년,128437
강남구,아파트,2022 년,131599
강남구,연립주택,2005 년,4820
강남구,연립주택,2010 년,6059
강남구,연립주택,2015 년,6106
강남구,연립주택,2016 년,6186
강남구,연립주택,2017 년,6149
강남구,연립주택,2018 년,6121
강남구,연립주택,2019 년,5919
강남구,연립주택,2020 년,5827
강남구,연립주택,2021 년,5735
강남구,연립주택,2022 년,5649
강남구,다세대주택,2005 년,15411
강남구,다세대주택,2010 년,14534
강남구,다세대주택,2015 년,28122
강남구,다세대주택,2016 년,29789
강남구,다세대주택,2017 년,30806
강남구,다세대주택,2018 년,31817
강남구,다세대주택,2019 년,32872
강남구,다세대주택,2020 년,33190
강남구,다세대주택,2021 년,33232
강남구,다세대주택,2022 년,33469
강남구,비거주용 건물내 주택,2005 년,1813
강남구,비거주용 건물내 주택,2010 년,1355
강남구,비거주용 건물내 주택,2015 년,1862
강남구,비거주용 건물내 주택,2016 년,1766
강남구,비거주용 건물내 주택,2017 년,1787
강남구,비거주용 건물내 주택,2018 년,1792
강남구,비거주용 건물내 주택,2019 년,1793
강남구,비거주용 건물내 주택,2020 년,1737
강남구,비거주용 건물내 주택,2021 년,1632
강남구,비거주용 건물내 주택,2022 년,1553
송파구,계,2005 년,134676
송파구,계,2010 년,171156
송파구,계,2015 년,187030
송파구,계,2016 년,191349
송파구,계,2017 년,196672
송파구,계,2018 년,199739
송파구,계,2019 년,208692
송파구,계,2020 년,211578
송파구,계,2021 년,215731
송파구,계,2022 년,220192
송파구,단독주택,2005 년,13055
송파구,단독주택,2010 년,11789
송파구,단독주택,2015 년,10231
송파구,단독주택,2016 년,9875
송파구,단독주택,2017 년,9322
송파구,단독주택,2018 년,8441
송파구,단독주택,2019 년,8255
송파구,단독주택,2020 년,8072
송파구,단독주택,2021 년,7791
송파구,단독주택,2022 년,7657
송파구,아파트,2005 년,75808
송파구,아파트,2010 년,108201
송파구,아파트,2015 년,111685
송파구,아파트,2016 년,113627
송파구,아파트,2017 년,117214
송파구,아파트,2018 년,119226
송파구,아파트,2019 년,125800
송파구,아파트,2020 년,127239
송파구,아파트,2021 년,131487
송파구,아파트,2022 년,135070
송파구,연립주택,2005 년,5364
송파구,연립주택,2010 년,5738
송파구,연립주택,2015 년,5040
송파구,연립주택,2016 년,4909
송파구,연립주택,2017 년,4892
송파구,연립주택,2018 년,4797
송파구,연립주택,2019 년,4899
송파구,연립주택,2020 년,4900
송파구,연립주택,2021 년,4720
송파구,연립주택,2022 년,4766
송파구,다세대주택,2005 년,38775
송파구,다세대주택,2010 년,43896
송파구,다세대주택,2015 년,58287
송파구,다세대주택,2016 년,61297
송파구,다세대주택,2017 년,63581
송파구,다세대주택,2018 년,65656
송파구,다세대주택,2019 년,68133
송파구,다세대주택,2020 년,69796
송파구,다세대주택,2021 년,70238
송파구,다세대주택,2022 년,71257
송파구,비거주용 건물내 주택,2005 년,1674
송파구,비거주용 건물내 주택,2010 년,1532
송파구,비거주용 건물내 주택,2015 년,1787
송파구,비거주용 건물내 주택,2016 년,1641
송파구,비거주용 건물내 주택,2017 년,1663
송파구,비거주용 건물내 주택,2018 년,1619
송파구,비거주용 건물내 주택,2019 년,1605
송파구,비거주용 건물내 주택,2020 년,1571
송파구,비거주용 건물내 주택,2021 년,1495
송파구,비거주용 건물내 주택,2022 년,1442
강동구,계,2005 년,90525
강동구,계,2010 년,107653
강동구,계,2015 년,119824
강동구,계,2016 년,116063
강동구,계,2017 년,120940
강동구,계,2018 년,122718
강동구,계,2019 년,123014
강동구,계,2020 년,137876
강동구,계,2021 년,146249
강동구,계,2022 년,148323
강동구,단독주택,2005 년,14055
강동구,단독주택,2010 년,13263
강동구,단독주택,2015 년,11345
강동구,단독주택,2016 년,11035
강동구,단독주택,2017 년,10742
강동구,단독주택,2018 년,10467
강동구,단독주택,2019 년,10220
강동구,단독주택,2020 년,9956
강동구,단독주택,2021 년,9672
강동구,단독주택,2022 년,9411
강동구,아파트,2005 년,58081
강동구,아파트,2010 년,74939
강동구,아파트,2015 년,78697
강동구,아파트,2016 년,71613
강동구,아파트,2017 년,75263
강동구,아파트,2018 년,75473
강동구,아파트,2019 년,73505
강동구,아파트,2020 년,87159
강동구,아파트,2021 년,94531
강동구,아파트,2022 년,95721
강동구,연립주택,2005 년,4724
강동구,연립주택,2010 년,4345
강동구,연립주택,2015 년,3704
강동구,연립주택,2016 년,3640
강동구,연립주택,2017 년,3551
강동구,연립주택,2018 년,3512
강동구,연립주택,2019 년,3165
강동구,연립주택,2020 년,3114
강동구,연립주택,2021 년,3199
강동구,연립주택,2022 년,3216
강동구,다세대주택,2005 년,12452
강동구,다세대주택,2010 년,14084
강동구,다세대주택,2015 년,24886
강동구,다세대주택,2016 년,28645
강동구,다세대주택,2017 년,30251
강동구,다세대주택,2018 년,32149
강동구,다세대주택,2019 년,35001
강동구,다세대주택,2020 년,36562
강동구,다세대주택,2021 년,37790
강동구,다세대주택,2022 년,38934
강동구,비거주용 건물내 주택,2005 년,1213
강동구,비거주용 건물내 주택,2010 년,1022
강동구,비거주용 건물내 주택,2015 년,1192
강동구,비거주용 건물내 주택,2016 년,1130
강동구,비거주용 건물내 주택,2017 년,1133
강동구,비거주용 건물내 주택,2018 년,1117
강동구,비거주용 건물내 주택,2019 년,1123
강동구,비거주용 건물내 주택,2020 년,1085
강동구,비거주용 건물내 주택,2021 년,1057
강동구,비거주용 건물내 주택,2022 년,1041
